,error_ractions,error_info
42,c12c(cccc1)C(=O)[N-]C2=O.[K+].c12c(cccc1)C(=O)[N-]C2=O.[K+]>>N1(CCP(C)(=O)OCCN2C(=O)c(cccc3)c3C2=O)C(=O)c(cccc4)c4C1=O,Ignored this reaction
43,[Br-].[n+]1(CCCC)cc(C)cc(C)c1>>c12c(cc(C)cc(C)c1)ccc2C=O,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
44,[Br-].[n+]1(CCCC)cc(C)cc(C)c1>>c12c(cc(C)cc(C)c1)c(C=O)cc2C=O,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
45,c12c(NC(=O)C=C1)c(OC)ccc2C(=O)CN3CCCC3.Cl[H]>>c12c(NC(=O)C=C1)c(O)ccc2C(O)CN3CCCC3.Cl[H],Ignored this reaction
46,c12c(NC(=O)C=C1)c(OC)ccc2C(=O)CN(C)C3CCCCC3.Cl[H]>>c12c(NC(=O)C=C1)c(O)ccc2C(O)CN(C)C3CCCCC3.Cl[H],Ignored this reaction
47,c12c(cccc1)cc(cccc3)c3c2C=O>>c1(c2c(cccc2)cc(cccc3)c13)[C@H](OC(=O)c4ccccc4)[C@@]5([H])C(=O)O[C@H](C(C)(C)C)O[C@@H]5C,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
48,c12c(cccc1)cc(cccc3)c3c2C=O>>c1(c2c(cccc2)cc(cccc3)c13)[C@@H](OC(=O)c4ccccc4)[C@@]5([H])C(=O)O[C@H](C(C)(C)C)O[C@@H]5C,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
49,C(C)(=O)CC(C)=O>>c1(nn(CCn2nc(C)cc2C)c(CCCC3)c13)c4cccc(c5nn(CCn6nc(C)cc6C)c(CCCC7)c57)c4,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
50,C(C)(=O)CC(C)=O>>c1(nn(CCn2nc(C)cc2C)c(CCCC3)c13)c4cccc(c5nn(CCn6nc(C)cc6C)c(CCCC7)c57)n4,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
51,C1(C=C)COC(=O)C1>>C(O[Si](C)(C)C(C)(C)C)([C@H](CO)[C@H](C=C)CO)c1cc2c(O[C@H](c3ccc(OCO4)c4c3)[C@@H](C)O2)cc1OC,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
52,C1(C=C)COC(=O)C1>>[C@@H](O[Si](C)(C)C(C)(C)C)([C@H](CO)[C@H](C=C)CO)c1cc2c(O[C@H](c3ccc(OCO4)c4c3)[C@@H](CC(C)C)O2)cc1OC,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
53,C(CI)CCC>>N1(OCc2ccccc2)C(=O)C[C@@H](CCCCC)C1=O,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
54,c1(ccc(OC)c(OC)c1)C(O)CN.Cl[H]>>Br[H].c12c(CNCC1c3ccc(O)c(O)c3)c(O)c(O)cc2,Ignored this reaction
55,[C@H](C)(CO)C(=C)C.[C@H](C)(CO)C(=C)C.[C@H](C)(CO)C(=C)C>>S(=O)(=O)(OC[C@H](C)C(=C)CC[C@H](C)C(=C)C)c1ccc(C)cc1,Ignored this reaction
56,[C@H]1(Oc2c(cc(C=O)c(OC)c2)O[C@H]1CC)c3ccc(OCO4)c4c3>>C(O[Si](C)(C)C(C)(C)C)([C@@H]1C(=O)OC[C@H]1C=C)c2cc3c(O[C@H](c4ccc(OCO5)c5c4)[C@@H](CC)O3)cc2OC,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
57,[C@H]1(Oc2c(cc(C=O)c(OC)c2)O[C@H]1CC)c3ccc(OCO4)c4c3>>C(O[Si](C)(C)C(C)(C)C)([C@@H]1COC(=O)[C@@H]1CO)c2cc3c(O[C@H](c4ccc(OCO5)c5c4)[C@@H](CC)O3)cc2OC,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
58,c1(ccc(C=O)cc1OCc2ccccc2)O[C@H](CCC)[C@H](O)c3ccc(OCO4)c4c3>>C1(Oc2c(ccc(O)c2)OC1CCC)c3ccc(OCO4)c4c3,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
59,C1(C=C)COC([O-])=C1.[Li+]>>[C@]12(O)[C@]([H])(CO[C@@H]1Oc3c(OC)cccc3OC)[C@@H](c4cc5c(O[C@@H](C)[C@@H](COC)O5)cc4OC)OC2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
60,[C@@H](O)([C@H](CC(C)C)Oc1ccc(C=O)cc1OCc2ccccc2)c3ccc(OCO4)c4c3>>[C@@H](O[Si](C)(C)C(C)(C)C)([C@H](CO)[C@H](C=C)CO)c1cc2c(O[C@H](c3ccc(OCO4)c4c3)[C@@H](CC(C)C)O2)cc1OC,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
61,C(O[Si](C)(C)C(C)(C)C)([C@]1([H])COC(=O)C1=C)c2cc3c(O[C@@H](CCCC)[C@H](COC)O3)cc2OC>>[C@]12(O)[C@]([H])(COC1O)C(c3cc4c(O[C@H](CCCC)[C@@H](COC)O4)cc3OC)OC2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
62,c1(ccc(C(OC)OC)cc1OCc2ccccc2)OC(CCC)C(=O)c3ccc(OCO4)c4c3>>C1(Oc2c(ccc(C=O)c2)OC1CCC)c3ccc(OCO4)c4c3,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
63,C(O[Si](C)(C)C(C)(C)C)([C@@H]1C(=O)OC[C@H]1C=C)c2cc3c(O[C@H](c4ccc(OCO5)c5c4)[C@@H](CC)O3)cc2OC>>[C@]12(O)[C@]([H])(COC1=O)[C@@H](c3cc4c(O[C@@H](c5ccc(OCO6)c6c5)[C@H](CC)O4)cc3OC)OC2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
64,c1(cc2c(O[C@H](c3ccc(OCO4)c4c3)[C@@H](CCC)O2)cc1OC)C(O[Si](C)(C)C(C)(C)C)[C@H](CO)[C@H](C=C)CO>>[C@]12(O)[C@]([H])(CO[C@@H]1Oc3c(OC)cccc3OC)[C@@H](c4cc5c(O[C@@H](c6ccc(OCO7)c7c6)[C@H](CCC)O5)cc4OC)OC2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
65,[C@@H](O[Si](C)(C)C(C)(C)C)([C@]1([H])C(=O)OC[C@H]1C=C)c2cc3c(O[C@H](c4ccc(OCO5)c5c4)[C@@H](CC(C)C)O3)cc2OC>>[C@]12(O)[C@]([H])(CO[C@@H]1Oc3c(OC)cccc3OC)[C@@H](c4cc5c(O[C@@H](c6ccc(OCO7)c7c6)[C@H](CC(C)C)O5)cc4OC)OC2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
66,[C@@H](O[Si](C)(C)C(C)(C)C)([C@@H]1COC(=O)[C@@H]1CO)c2cc3c(O[C@H](c4ccc(OCO5)c5c4)[C@@H](CCCCC)O3)cc2OC>>[C@]12(O)[C@]([H])(CO[C@@H]1Oc3c(OC)cccc3OC)[C@@H](c4cc5c(O[C@@H](c6ccc(OCO7)c7c6)[C@H](CCCCC)O5)cc4OC)OC2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
67,[C@H]1(Oc2c(cc(C=O)c(OC)c2)O[C@H]1CC(C)C)c3ccc(OCO4)c4c3>>[C@]12(O)[C@]([H])(COC1=O)[C@@H](c3cc4c(O[C@@H](c5ccc(OCO6)c6c5)[C@H](CC(C)C)O4)cc3OC)OC2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
68,[C@@H](O[Si](C)(C)C(C)(C)C)([C@]1([H])COC(=O)C1=C)c2cc3c(O[C@H](C)[C@H](COC)O3)cc2OC>>[C@]12(O)[C@]([H])(COC1=O)[C@@H](c3cc4c(O[C@@H](C)[C@@H](COC)O4)cc3OC)OC2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
69,[C@@H](O[Si](C)(C)C(C)(C)C)([C@]1([H])COC(=O)C1=C)c2cc3c(O[C@@H](C)[C@H](COC)O3)cc2OC>>[C@]12(O)[C@]([H])(COC1=O)[C@@H](c3cc4c(O[C@H](C)[C@@H](COC)O4)cc3OC)OC2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
70,C(/CBr)=C(\C)/C>>c1(OC)cc(\C=C\C(=O)NCCCCNC(=O)NC\C=C(\C)/C)ccc1OC,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
71,C([Mg]Br)C(C)(C)C>>[C@@]1(C#N)(C[C@@H]1CCC(C)(C)C)c2ccc(O)cc2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
72,C([Mg]Br)C(C)(C)C>>[C@@]1(C#N)(C[C@@H]1CCC(C)(C)C)c2ccc(OC)cc2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
73,C([Mg]Br)C(C)(C)C>>[C@]1(C#N)(c2ccc(OC(=O)c3ccc(OCCCCCCCC)cc3)cc2)C[C@@H]1CCC(C)(C)C,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
74,c1c(C)cccc1O.c1c(C)cccc1O.c1c(C)cccc1O>>C1(c2ccc(F)cc2)c3c(cc(C)cc3)OC(=O)c(cccc4)c14,Ignored this reaction
75,C(F)(CC(N)C(=O)OC(C)C)C(=O)OC(C)C.Cl[H]>>C(F)(CC(N)C(=O)O)C(=O)OC.Cl[H],Ignored this reaction
76,C1(=CNC(=O)C=C1)C(=O)OC>>[C@@H]1([C@H](C(=O)N(c2ccccc2)C1=O)[C@H](C=C3C(=O)OC)C(=Nc(cc(OC)c(OC)c4)c4C5=O)N56)[C@@H]36,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
77,C1(=CNC(=O)C=C1)C(=O)OC>>[C@@]1(C(=O)OC)([C@@]([H])(CC(C)=C(C)C1)[C@@H](C(=Nc(cc(OC)c(OC)c2)c2C3=O)N34)[C@H](C(=O)N(c5ccccc5)C6=O)[C@H]67)[C@H]47,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
78,[C@H](C)(O)CCC#N>>c1(ccc(C)cc1)S(=O)(=O)NCCC[C@H](C)[Se]c2ccccc2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
79,c1(cnc(Cl)c(C)c1C)NC(=O)C(C)(C)C>>c12c(cnc(Cl)c1C)ncc(c3ccccc3)c2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
80,C1(C)(CCCCC1)C(=O)OC(=O)C2(C)CCCCC2>>C1(C)(CCCCC1)c2cc(C)c(cccc3)c3n2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
81,c1(NS(C)(=O)=O)ccc(C(=O)CBr)cc1Oc2ccc(F)cc2F>>c1(Oc2ccc(F)cc2F)cc(c3csc(NC(C)=O)n3)ccc1NS(C)(=O)=O,"element: can not calculate valence of S (1 aromatic bonds, min connectivity 1, charge 0)"
82,C(F)(C(=O)OC)CC(N)C(=O)OC.Cl[H]>>C(F)(CC(N)C(=O)O)C(=O)OC.Cl[H],Ignored this reaction
83,C1(C)=CC(=O)C=C(C)O1>>c12c(ccc1C=O)c(C)cc(CCC)cc2C,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
84,C1(=CC=Cc2[nH]cc(C)c2C)NC(=O)C(C)=C1C.C1(=CC=Cc2[nH]cc(C)c2C)NC(=O)C(C)=C1C>>C(F)(F)(F)C(=O)O.c1([nH]c(C=CC=C2NC(=O)C(C)=C2C)c(C)c1C)C=C3N=C(C=CC=C4NC(=O)C(C)=C4C)C(C)=C3C,Ignored this reaction
85,c12c(cccc1)ccc(N)[n+]2N.Cl(=O)(=O)(=O)[O-]>>[n+]12c(ccc(cccc3)c13)nc(oc(c4ccccc4)c5)c5n2.Cl(=O)(=O)(=O)[O-],Ignored this reaction
86,c12c(cccc1)cc[n+](N)c2N.Cl(=O)(=O)(=O)[O-].c12c(cccc1)cc[n+](N)c2N.Cl(=O)(=O)(=O)[O-]>>c12n(ccc(cccc3)c13)nc(cc(c4ccccc4)n5)c5n2,Ignored this reaction
87,c12c(cccc1)cc[n+](N)c2N.Cl(=O)(=O)(=O)[O-]>>c12[n+](ccc(cccc3)c13)nc(cc(c4ccccc4)o5)c5n2.Cl(=O)(=O)(=O)[O-],Ignored this reaction
88,c12[n+](ccc(cccc3)c13)nc(cc(c4ccccc4)o5)c5n2.Cl(=O)(=O)(=O)[O-]>>c12[n+](ccc(cccc3)c13)N(C)C(=CC(c4ccccc4)=NN5C)C5=N2.P(F)(F)(F)(F)(F)F,Ignored this reaction
89,[n+]12c(ccc(cccc3)c13)nc(oc(c4ccccc4)c5)c5n2.Cl(=O)(=O)(=O)[O-]>>[n+]12c(ccc(cccc3)c13)nc(N(C)N(C)C(c4ccccc4)=C5)c5n2.P(F)(F)(F)(F)(F)F,Ignored this reaction
90,[n+]12c(ccc(cccc3)c13)nc(oc(c4ccccc4)c5)c5n2.Cl(=O)(=O)(=O)[O-]>>[n+]12c(ccc(cccc3)c13)N=C4C(=CC(c5ccccc5)=NN4C)N2C.P(F)(F)(F)(F)(F)F,Ignored this reaction
91,P(=CC(=O)c1ccccc1)(c2ccccc2)(c3ccccc3)c4ccccc4>>C(=C(/C=C(c1ccccc1)O2)\C2=O)(/c3c4cccc3)\c5c4cccc5,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
92,c1([Mg]Br)ccccc1C>>C1(C)(C)CCc(c(C)ccc2)c2C1=O,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
93,c12c(OCO1)ccc(C(=O)OC)c2>>c12c(OCO1)ccc(C(=O)Oc3ccccc3)c2,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
94,[N+](C)(C)(C)c1nc(SC)nc(N(C)C)n1.[Cl-]>>[n+]12c(NCC1)nc(N(C)C)nc2SC.[Cl-],Ignored this reaction
95,[N+](C)(C)(C)c1nc(N(C)C)nc(N(C)C)n1.[Cl-]>>[n+]12c(NCC1)nc(N(C)C)nc2N(C)C.[Cl-],Ignored this reaction
96,c1(ccncc1)C(=O)Cl.Cl[H].c1(ccncc1)C(=O)Cl.Cl[H]>>c1(cnc(c2ccncc2)o1)c3ccc(F)cc3,Ignored this reaction
97,c1(ccncc1)C(=O)Cl.Cl[H].c1(ccncc1)C(=O)Cl.Cl[H]>>c1(cnc(c2ccncc2)o1)c3ccc(Br)cc3,Ignored this reaction
98,c1(ccncc1)C(=O)Cl.Cl[H].c1(ccncc1)C(=O)Cl.Cl[H]>>c1(cnc(c2ccncc2)o1)c3ccc(OCC4)c4c3,Ignored this reaction
99,[N+](C)(C)(C)c1nc(NCC)nc(NCC)n1.[Cl-]>>C1(=NC(NCC)=NC2=NCC)N2CCN1.Cl[H],Ignored this reaction
