,error_ractions,error_info
10,[Ce].[Pd]>>[Ce].[Ce].[Ce].[Pd].[Pd].[Pd].[Pd].[Pd],Ignored this reaction
11,[Ca].[Al]>>[Al].[Al].[Al].[Al].[Ca],Ignored this reaction
12,[V](Cl)(Cl)Cl.c1(C)ccccc1.[Al]>>[V]123456([CH]7=[CH]18)([CH]9=[CH]2%10)([CH]7=[CH]3%11)([CH]9=[CH]4%12)([CH]8=C5%11C)[CH]%10=C6%12C.[V]12(O3CCCC3)(O4CCCC4)(O5CCCC5)[Cl][V+](O6CCCC6)(O7CCCC7)(O8CCCC8)([Cl]1)[Cl]2.[I-],Ignored this reaction
13,C(C)(=N)N.[Al]>>[Al-3](F)(F)(F)(F)(F)F.[C+](C)(N)N,Ignored this reaction
14,[Pt].[Al]>>[Al].[Pt].[Pt].[Pt],Ignored this reaction
15,[Ru+2]12([C-]#CC3=CCCCC3)([P](c4ccccc4)(c5ccccc5)c6ccccc6)([P](c7ccccc7)(c8ccccc8)c9ccccc9)([CH-]%10%11)([CH]%10=C1(C=CC=C%12)C2%12%13)[CH]%11=%13.S(=O)(=O)(OC)C(F)(F)F>>S([O-])(=O)(=O)[C@](F)(F)F.[Ru+]12(=C=C(C)C3=CCCCC3)([P](c4ccccc4)(c5ccccc5)c6ccccc6)([P](c7ccccc7)(c8ccccc8)c9ccccc9)([C@@H]%10%11)([CH]%10=C1(C=CC=C%12)C2%12%13)[CH]%11=%13,Ignored this reaction
16,[In].[SeH2].[Cu]>>[Cu].[In].[SeH2].[SeH2],Ignored this reaction
17,[Cu].N1(c2ccccc2)N(C)C(C)=C(N=Cc3ccccc3O)C1=O>>[Cu]12([OH2])([OH2])(Oc3c(cccc3)C=N1C4=C(C)N(C)N(c5ccccc5)C4=O)Oc6c(cccc6)C=N2C7=C(C)N(C)N(c8ccccc8)C7=O,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
18,c1(OCC)ccccc1O.[Cd]>>c1(OCC)ccccc1[O-].[Cd+2],Ignored this reaction
19,[W]12(I)(C#O)(C#O)N(=C(C)C=C3C)N3B([H])(N4N1=C(C)C=C4C)N5N2=C(C)C=C5C.C(C)(C)S>>[W]12(C#O)(C#O)(SC(C)C)N(=C(C)C=C3C)N3B([H])(N4N1=C(C)C=C4C)N5N2=C(C)C=C5C,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
20,[Er].C(C)(C)(C)c1[nH]nc(C(C)(C)C)c1>>[Er]123(O4CCCC4)(O5CCCC5)(N(=C([C@@](C)(C)C)C=C6[C@](C)(C)C)N16)(N7N2=C(C=C7[C@](C)(C)C)[C@@](C)(C)C)N(=C([C@@](C)(C)C)C=C8[C@](C)(C)C)N38,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
21,[Li+]1234(O5CCCC5)(O6CCCC6)B78([H])[B-]([H])(C179[Si@@](C)(C)C)(C28%10[Si@@](C)(C)C)([B-]39%11[H][Li+](O%12CCCC%12)(O%13CCCC%13)[H])B4%10%11.Cl.Cl.[Ni]>>[Ni]123456(B78([H])B9([H])(B17%10[H])(C28%11[Si](C)(C)C)C3%10%12[Si](C)(C)C)(B%13%14([H])B%15([H])(B4%13%16[H])(C5%14%17[Si](C)(C)C)C6%16%18[Si](C)(C)C)(B9%11%12[H])B%15%17%18[H],Ignored this reaction
22,[P@@](c1ccccc1)(c2ccccc2)(c3ccccc3)=[N+]=P(c4ccccc4)(c5ccccc5)c6ccccc6.[Os]789%10%11(C#O)(C#O)([Os]%12(C#O)(C#O)(C#O)[Os]7%13%14%15%16(C#O)(C#O)[Os-2]%17%18%19(C#O)(C#O)([Os]8%12%13%20%21%22(C#O)C#O)([Os]9%14%23%24%25(C#O)(C#O)[Os]%15%17(C#O)(C#O)C#O)[Os]%10%20%23%26(C#O)(C#O)([Os]%18%21(C#O)(C#O)C#O)[Hg]%24%27[Hg]%11%28[Os]%29%30%31%32(C#O)(C#O)([Os]%33(C#O)(C#O)(C#O)[Os]%29%34%35%36%37(C#O)(C#O)[Os]%38%39%40(C#O)(C#O)([Os]%30%33%34%41%42%43(C#O)C#O)([Os]%27%31%35%44%45(C#O)(C#O)[Os]%36%38(C#O)(C#O)C#O)[Os]%28%32%41%44%46(C#O)(C#O)[Os]%39%42(C#O)(C#O)C#O)C%37%40%43%45%46)C%16%19%22%25%26.[Hg]>>[P@](c1ccccc1)(c2ccccc2)(c3ccccc3)=[N+]=P(c4ccccc4)(c5ccccc5)c6ccccc6.[Os]789%10(C#O)(C#O)([Os](C#O)(C#O)(C#O)([Os]7%11%12%13%14(C#O)(C#O)[Hg]%15%16[Hg]%17([Hg]%15([Os]%18%19%20%21(C#O)(C#O)([Os]%22(C#O)(C#O)(C#O)[Os]%18%23%24%25%26(C#O)(C#O)[Os]%27%28%29(C#O)(C#O)([Os-2]%19%22%23%30%31%32(C#O)C#O)([Os]%17%20%24%33%34(C#O)(C#O)[Os]%25%27(C#O)(C#O)C#O)[Os]%16%21%30%33%35(C#O)(C#O)[Os]%28%31(C#O)(C#O)C#O)C%26%29%32%34%35)[Os]8%11%36%37%38%39(C#O)C#O)[Os]%12%36%40%41%42(C#O)(C#O)[Os]9%37%43%44%45(C#O)(C#O)[Os]%40%46(C#O)(C#O)C#O)[Os]%10%13%41%43%46%47(C#O)C#O)([Os]%38%44(C#O)(C#O)C#O)C%14%39%42%45%47,Ignored this reaction
23,[Mo-]12(C#O)(C#O)(C#O)N(=CC=C3)N3B([H])(N4N1=CC=C4)N5N2=CC=C5.[H+].S>>[Mo]12(C#O)(C#O)(N(=CC=C3)N3B([H])(N4N1=CC=C4)N5N2=CC=C5)S[Mo]67(C#O)(C#O)N(=CC=C8)N8B([H])(N9N6=CC=C9)N%10N7=CC=C%10,Ignored this reaction
24,C1(O)=C(C)OC=CC1=O.[Sn]>>[Sn]12(O=C3C(=C(C)OC=C3)O1)O=C4C(=C(C)OC=C4)O2,"element: bad valence on O having 3 drawn bonds, charge 0, and 0 radical electrons"
25,[Sn].O=O>>O.[Sn],Ignored this reaction
26,[Tm].[Co]>>[Co].[Co].[Tm],Ignored this reaction
27,[TeH2].C([O-])(=O)CCCCCCCCCCCCCCCCC.[Cd+2]>>[Cd].[TeH2],Ignored this reaction
28,[V].N([H])([H])[H]>>N.[V],Ignored this reaction
29,[Mo]12(Cl)(Cl)(N#O)N(=C(C)C=C3C)N3[BH](N4N1=C(C)C=C4C)N5N2=C(C)C=C5C.[Zn]>>[Mo]12(N=O)(OCC)(OCC)N(=C(C)C=C3C)N3[BH](N4N1=C(C)C=C4C)N5N2=C(C)C=C5C,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
30,N(CC)CC.[Al](CC(C)C)(CC(C)C)CC(C)C>>[Al]1(CC(C)C)(CC(C)C)N(CC)(CC)[Al](CC(C)C)(CC(C)C)N1(CC)CC,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
31,[P-](F)(F)(F)(F)(F)F.[Na+].[Ru]123(Cl)(Cl)([P](C)(C)C)(C4(C)=C15C)(C4(C)=C26C)C5(C)=C36C.c1(ccccc1)C=CC(O)C#C>>[Ru]123(Cl)(=C(OC)\C([H])=C([H])\C([H])=C([H])\c4ccccc4)([P+](C)(C)C)(C5(C)=C16C)(C5(C)=C27C)C6(C)=C37C.[P-](F)(F)(F)(F)(F)F,Ignored this reaction
32,[P-](F)(F)(F)(F)(F)F.[Na+].[Ru]123(Cl)(Cl)([P](C)(C)C)(C4(C)=C15C)(C4(C)=C26C)C5(C)=C36C.C(C)(O)C#C>>[Ru]123(Cl)(=C(OC)\C([H])=C([H])\C)([P+](C)(C)C)(C4(C)=C15C)(C4(C)=C26C)C5(C)=C36C.[P-](F)(F)(F)(F)(F)F,Ignored this reaction
33,c1(cccs1)C(O)C#C.[P-](F)(F)(F)(F)(F)F.[Na+].[Ru]123(Cl)(Cl)([P](C)(C)C)([CH]4=C15C)([CH]6=C25C)C4(C)=C36C>>[Ru]123(Cl)(=C(OC)\C([H])=C([H])\c4cccs4)([P+](C)(C)C)([CH]5=C16C)([CH]7=C26C)C5(C)=C37C.[P-](F)(F)(F)(F)(F)F,Ignored this reaction
34,[P-](F)(F)(F)(F)(F)F.[Na+].[B@@-](F)(F)(F)F.[P](C1CCCCC1)(C2CCCCC2)(C3CCCCC3)[Pd]([H])([OH2])[P@+](C4CCCCC4)(C5CCCCC5)C6CCCCC6>>[P](C1CCCCC1)(C2CCCCC2)(C3CCCCC3)[Pd]([H])([OH2])[P@+](C4CCCCC4)(C5CCCCC5)C6CCCCC6.[P-](F)(F)(F)(F)(F)F,Ignored this reaction
35,O([H])[H].[Co].F.F.C(C)(=NO)C(C)=NO>>[Co]123(N4=C(C)C(C)=N1O)(N5=C(C)C(C)=N2O)N(=C(C)C(C)=N3O)O[Co]67(ON(=C(C)C(C)=N8O)[Co+2]89%10(N(=C(C)C(C)=N9O)O6)N(=C(C)C(C)=N%10O)O7)(O4)O5.[F-].O([H])[H],Ignored this reaction
36,[SiH](CC)(CC)CC.[P]1(CC[P](c2ccccc2)(c3ccccc3)[Ir]1(Br)C#O)(c4ccccc4)c5ccccc5.[P]1(CC[P](c2ccccc2)(c3ccccc3)[Ir]1(Br)C#O)(c4ccccc4)c5ccccc5>>[Ir]1([H])([H])(C#O)([Si@@](CC)(CC)CC)[P](CC[P]1(c2ccccc2)c3ccccc3)(c4ccccc4)c5ccccc5.[P]1(CC[P](c2ccccc2)(c3ccccc3)[Ir]1([H])(Br)(Br)C#O)(c4ccccc4)c5ccccc5,Ignored this reaction
37,[Mg](C)I.N1(c2ccc(C)cc2)B(Cl)N(c3ccc(C)cc3)B(Cl)N(c4ccc(C)cc4)B1Cl.[Mg](C)I.[Mg](C)I>>N1(c2ccc(C)cc2)B(C)N(c3ccc(C)cc3)B(C)N(c4ccc(C)cc4)B1C,Ignored this reaction
38,[Mg](C)I.[Ti](Cl)(Cl)(Cl)Cl.[Mg](C)I.[Mg](C)I.[Mg](C)I>>[Ti](C)(C)(C)C,Ignored this reaction
39,[Mg](C)I.[P](C(C)C)(C(C)C)(C(C)C)[Rh](Cl)(C#O)[P](C(C)C)(C(C)C)C(C)C>>[P]([C@@H](C)C)([C@@H](C)C)([C@@H](C)C)[Rh](C)(C#O)[P]([C@@H](C)C)([C@@H](C)C)[C@@H](C)C,"element: bad valence on O having 3 drawn bonds, charge 0, and 0 radical electrons"
40,O#[C].C1C=CC=CC1.C2(C)C=C[CH-]C=C2.C.C.C.C.C.C.[H].[H].[H].[H].[H].[H].N.P.P.[Ru].[Ru].[Ru].[Ru].[Ru].[Ru]>>O#[C].C1C=CC=CC1.c2(C)ccccc2.C.[Ru].[Ru].[Ru].[Ru].[Ru].[Ru],Ignored this reaction
41,n1ccncc1.S(=B([H])([H])[H])(C)C>>N1(B([H])([H])[H])=CC=N(B([H])([H])[H])C=C1,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
42,[Mo](C#O)(C#O)(C#O)(N#CC)(N#CC)N#CC.C(C)(C)Cl.C(C)(CP([H])c1ccccc1)(CP([H])c2ccccc2)CP([H])c3ccccc3>>[Mo]12(C#O)(C#O)(C#O)[P]([C@@H](C)C)(C[C@@](C)(C[P]1([C@H](C)C)c3ccccc3)C[P]2([C@@H](C)C)c4ccccc4)c5ccccc5,Ignored this reaction
43,S1CCC1.[Ir+]1234([CH](CC5)=[CH]1CC6)([CH]5=[CH]26)([CH](CC7)=[CH]3CC8)[CH]7=[CH]48.Cl(=O)(=O)(=O)[O-]>>[Ir+]12([S]3CCC3)([S]4CCC4)([CH](CC5)=[CH]1CC6)[CH]5=[CH]26.Cl(=O)(=O)(=O)[O-],Ignored this reaction
44,C(=O)(OC)OC.[Mo](=C=O)(=C=O)(=C=O)(=C=O)(=C=O)=C=O>>[Mo]12(C)(C#O)(C#O)(C#O)([CH]3=[CH]14)([CH]3=[CH]25)[C@@]45C(=O)OC,"element: bad valence on O having 3 drawn bonds, charge 0, and 0 radical electrons"
45,[Pt](C)(C)(N1=CC=CC=C1)N2=CC=CC=C2.C(#N)I>>C([H])([H])(Cl)Cl.[Pt](C)(C)(I)(C#N)(N1=CC=CC=C1)N2=CC=CC=C2,Ignored this reaction
46,c1(C=O)cccs1.[Cr]123(C#O)(C#O)(C#O)([CH]4=[CH]15)([CH]4=[CH]26)[CH]5=[CH]36>>[Cr]123(C#O)(C#O)(C#O)([CH]4=[CH]15)([CH]4=[CH]26)[CH]5=C36[C@]([H])(O)c7cccs7,"element: bad valence on C having 5 drawn bonds, charge 0, and 0 radical electrons"
47,c1(C=O)cccs1.[Cr]12(C#O)(C#O)(C#O)([CH]3=[CH]14)([CH]3=[CH]25)[S]45>>[Cr]12(C#O)(C#O)(C#O)([CH]3=[CH]14)([CH]3=C25[C@]([H])(O)c6cccs6)[S]45,"element: bad valence on C having 5 drawn bonds, charge 0, and 0 radical electrons"
48,[Pd]1(c2c(F)c(F)c(F)c(F)c2F)(O([H])[Pd](c3c(F)c(F)c(F)c(F)c3F)([P](c4ccccc4)(c5ccccc5)c6ccccc6)O1[H])[P](c7ccccc7)(c8ccccc8)c9ccccc9.c1(Br)ccc(N)cc1>>[Pd]1(c2c(F)c(F)c(F)c(F)c2F)([OH][Pd](c3c(F)c(F)c(F)c(F)c3F)([P](c4ccccc4)(c5ccccc5)c6ccccc6)[NH]1c7ccc(Br)cc7)[P](c8ccccc8)(c9ccccc9)c%10ccccc%10,"element: bad valence on O having 3 drawn bonds, charge 0, and 0 radical electrons"
49,O.O.O.[V].[V].[Na].O.O.O.[V].C(CO)(CO)(CO)CO.O.O.O.O.O.[V].[V].N(C)(C)C.Cl[H]>>N(C)(C)C.O12345[V]6(=O)(O(C[C@@](CO)(CO6[V]1789=O)CO7%10)[V]2%10%11(=O)O(C[C@@](CO)(CO%11[V-2]3%12%13([OH]8%14)O%15%16%17%18[V]%19(=O)(O(C[C@](CO)(CO%19[V]%15%20%21%22=O)CO%20%23)[V]%16%23%24(=O)O(C[C@](CO)(CO%24[V]4%17%25%26[OH]%21%27)CO9%25%28)[V]%14%18%28%29=O)(O%29)O%12)CO%13%22%30)[V]5%27%30%31=O)(O%31)O%26.[H+].O([H])[H],Ignored this reaction
50,B(OC)(OC)B(OC)OC.c1(C)cc(C)cc(C)c1[Li]>>C(CC)CC.B(c1c(C)cc(C)cc1C)(c2c(C)cc(C)cc2C)B(OC)c3c(C)cc(C)cc3C,Ignored this reaction
51,[Ru+]12345([CH]6=[CH]17)([CH]6=[CH]28)([CH]7=[CH]38)([C@@H]9%10)([CH]9=[CH]4%11)[CH]%10=[CH]5%11.[P-](F)(F)(F)(F)(F)F.C12OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(C(O)C5O)OC(OC(CO)C6OC(OC(CO)C7OC(OC1CO)C(O)C2O)C(O)C7O)C(O)C6O)C(O)C4O)C(O)C3O>>[Ru+]12345([CH]6=[CH]17)([CH]6=[CH]28)([CH]7=[CH]38)([CH]9=[CH]4%10)([C@@H]9%11)[CH]%10=[CH]5%11.[C@@]%12%13([H])O[C@@]%14([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]%15([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]%16([H])O[C@]([H])(CO)[C@]([H])([C@@]([H])(O)[C@@]%16([H])O)O[C@@]([H])(O[C@]([H])(CO)[C@@]%17([H])O[C@@]([H])(O[C@]([H])(CO)[C@@]%18([H])O[C@@]([H])(O[C@]%12([H])CO)[C@]([H])(O)[C@]%13([H])O)[C@]([H])(O)[C@]%18([H])O)[C@]([H])(O)[C@]%17([H])O)[C@@]([H])(O)[C@@]%15([H])O)[C@@]([H])(O)[C@@]%14([H])O.[P-](F)(F)(F)(F)(F)F.O([H])[H],Ignored this reaction
52,C(OC)COC.[Mo](=C([H])C(C)(C)C)(=Nc1c(cccc1C(C)C)C(C)C)(OC(C)(C(F)(F)F)C(F)(F)F)O[C@](C)(C(F)(F)F)C(F)(F)F.c1(C=C)ccc(C=C)cc1>>[Mo]1(=C([H])c2ccc(C([H])=[Mo]3(O(C)CCO3C)(=Nc4c(cccc4C(C)C)[C@@H](C)C)(O[C@](C)([C@@](F)(F)F)[C@@](F)(F)F)O[C@@](C)([C@@](F)(F)F)[C@@](F)(F)F)cc2)(O(C)CCO1C)(=Nc5c(cccc5C(C)C)[C@@H](C)C)(O[C@](C)([C@](F)(F)F)[C@@](F)(F)F)O[C@](C)([C@](F)(F)F)[C@@](F)(F)F,Ignored this reaction
53,S1(=O)CC1.[Sn](Cl)(Cl)(Cl)c1ccc(C)cc1.S1(=O)CC1>>[Sn](Cl)(Cl)(Cl)(O=S1CC1)(O=S2CC2)c3ccc(C)cc3,Ignored this reaction
54,S1(=O)CC1.[Sn](Cl)(Cl)(c1ccc(C)cc1)c2ccc(C)cc2>>[Sn](Cl)(Cl)(O=S1CC1)(c2ccc(C)cc2)c3ccc(C)cc3,"element: bad valence on O having 3 drawn bonds, charge 0, and 0 radical electrons"
55,S1(=O)CC1.[Sn](Cl)(Cl)(c1ccc(C)cc1)c2ccc(C)cc2.S1(=O)CC1>>[Sn](Cl)(Cl)(O=S1CC1)(O=S2CC2)(c3ccc(C)cc3)c4ccc(C)cc4,Ignored this reaction
56,C1(C)(C)COC(c2cccs2)=N1.[Sn](Cl)(Cl)(c1ccc(C)cc1)c2ccc(C)cc2.C1(C)(C)COC(c2cccs2)=N1>>[Sn](c1ccc(C)cc1)(c2ccc(C)cc2)(c3ccsc3C4=NC(C)(C)CO4)c5ccsc5C6=NC(C)(C)CO6,Ignored this reaction
57,[Ni]12([OH2])([OH2])(O=C([C@](F)(F)F)[CH]C(c3ccccc3)=O1)O=C([C@](F)(F)F)[CH]C(c4ccccc4)=O2.c1(ccccc1)NCCNc2ccccc2>>[Ni]123(O=C(C)[CH]C([C@@](F)(F)F)=O1)(O=C(C)[CH]C([C@@](F)(F)F)=O2)[N@@](CC[N@]3(c4ccccc4)c5ccccc5)(c6ccccc6)c7ccccc7,SMILES loader: chirality not possible on atom #21
58,[Ni]12([OH2])([OH2])(O=C(C)[CH]C([C@](F)(F)F)=O1)O=C(C)[CH]C([C@](F)(F)F)=O2.c1(ccccc1)NCCNc2ccccc2>>[Ni]123(O=C(c4ccccc4)[CH]C(c5ccccc5)=O1)(O=C(c6ccccc6)[CH]C(c7ccccc7)=O2)[N@@](CC[N@]3(c8ccccc8)c9ccccc9)(c%10ccccc%10)c%11ccccc%11,SMILES loader: chirality not possible on atom #35
59,B1234(SCl)B567([H])B89([H])(B([H])(C58%10([H])B16%11%12[H])(B9%13%14([H])B2%15%16%17[H])(B%10%11%18([H])B3%12%15%19[H])C%13%16%18%19[H])B47%14%17[H].C1CC=CCC1>>B1234(SC5CCCCC5Cl)B678([H])B9%10([H])(B([H])(C69%11([H])B17%12%13[H])(B%10%14%15([H])B2%16%17%18[H])(B%11%12%19([H])B3%13%16%20[H])C%14%17%19%20[H])B48%15%18[H],"element: bad valence on B having 6 drawn bonds, charge 0, and 0 radical electrons"
60,P(=O)(O)(C(O)c1ccccc1)C(O)c2ccccc2.B(OCC(C)C)(c1ccccc1)c2ccccc2>>N(CC)(CC)CC.[B-2]1(c2ccccc2)(c3ccccc3)OC(c4ccccc4)P(=O)([O])C(c5ccccc5)O1.[H+],Ignored this reaction
61,[In](Cl)(Cl)Cl.N(CC)CC.N(CC)(CC)C(=[Se])[SeH]>>[In]123([Se]=C(N(CC)CC)[Se]1)([Se]=C(N(CC)CC)[Se]2)[Se]=C(N(CC)CC)[Se]3,Ignored this reaction
62,[Al+3].C([O-])([O-])=O.[H+].O123[Mo]4(=O)(O[Mo]5(=O)(O[Mo](=O)(O[Mo]6(=O)(O[Mo](=O)(O7)(O[Mo]89%10(=O)O%11)(O[Mo]1%11%12(=O)O%13)=O6%14[P]2%15%16)(O[Mo]7%14(=O)(O[Mo]%17%18(=O)(O[Mo]%19%20(=O)(O[Mo]%21%22(=O)(O%17)O4)O%15%18%21)O%23)O[Mo]3%13%23%24=O)O%19)(O8)(O%20)O59%16)(O%10)O%22)(O%12)O%24>>[Al+3].O123[Mo]4(=O)(O[Mo]5(=O)(O[Mo](=O)(O[Mo-3](=O)(O[Mo]6([O])(O7)(O[Mo]89%10(=O)O%11)O[Mo]1%11%12(=O)O%13)(O[Mo]7%14(=O)(O[Mo]%15%16(=O)(O[Mo]%17%18([O])(O[Mo]%19%20([O])(O%15)O4)O%16%19%21)O%22)O[Mo]2%13%22%23=O)(O%17)O6%14[P]3%21%24)(O8)(O%18)O59%24)(O%10)O%20)(O%12)O%23,Ignored this reaction
63,[P](C(C)C)(C(C)C)(C(C)C)[Os]([H])([H])(Cl)(Cl)[P](C(C)C)(C(C)C)C(C)C.C(C)(=O)[S-].[K+]>>[Os]1(Cl)([H][H])(OC(C)=[S]1)([P]([C@H](C)C)(C(C)C)[C@H](C)C)[P](C(C)C)(C(C)C)[C@H](C)C,Ignored this reaction
64,[Rh]123([Cl][Rh]45([CH2]=[CH2]4)([CH2]=[CH2]5)[Cl]1)([CH2]=[CH2]2)[CH2]=[CH2]3.C(=[Se])=[Se].C(C)(CP(c1ccccc1)c2ccccc2)(CP(c3ccccc3)c4ccccc4)CP(c5ccccc5)c6ccccc6>>c1ccccc1.[Rh]234(Cl)([Se]=C2=[Se])[P](C[C@@](C)(C[P]3(c5ccccc5)c6ccccc6)C[P]4(c7ccccc7)c8ccccc8)(c9ccccc9)c%10ccccc%10,Ignored this reaction
65,[V]=O.S([O-])([O-])(=O)=O.c12c(cccn1)ccc(cccn3)c23.c12c(cccc1)C(=O)[N-]C2=O.[K+].c12c(cccc1)C(=O)[N-]C2=O.[K+]>>[V]1(=O)([OH2])(N(=C2)c(c(C=C2)cc3)c(c3C=C4)N1=C4)(N5C(=O)c(cccc6)c6C5=O)N7C(=O)c(cccc8)c8C7=O,Ignored this reaction
66,c1(N)ccccn1.[Ti](Cl)(Cl)Cl.c12c(cccc1)C(=O)[N-]C2=O.[K+].c12c(cccc1)C(=O)[N-]C2=O.[K+].c12c(cccc1)C(=O)[N-]C2=O.[K+]>>c1(N)ccccn1.c23c(cccc2)C(=O)[N-]C3=O.O([H])[H].[Ti+3],Ignored this reaction
67,c12c(cccn1)cccc2O.[Ti](Cl)(Cl)Cl.c12c(cccc1)C(=O)[N-]C2=O.[K+].c12c(cccc1)C(=O)[N-]C2=O.[K+]>>[Ti]1([OH2])([OH2])(Oc2c(c(ccc2)C=C3)N1=C3)(N4C(=O)c(cccc5)c5C4=O)N6C(=O)c(cccc7)c7C6=O,Ignored this reaction
68,c12c(cccn1)ccc(cccn3)c23.[Ti](Cl)(Cl)Cl.c12c(cccc1)C(=O)[N-]C2=O.[K+]>>[Ti]1([OH2])(N(=C2)c(c(C=C2)cc3)c(c3C=C4)N1=C4)(N5C(=O)c(cccc6)c6C5=O)(N7C(=O)c(cccc8)c8C7=O)N9C(=O)c(cccc%10)c%10C9=O,Ignored this reaction
69,[Mg](Br)CC.[Ge](Cl)(Cl)(Cl)CCl.[Mg](Br)CC.[Mg](Br)CC>>[Ge](CC)(CC)(CC)CCl,Ignored this reaction
70,[Ir]123(Cl)([CH2]=[CH2]1)[P](C[C@](C)(C[P]2(c4ccccc4)c5ccccc5)C[P]3(c6ccccc6)c7ccccc7)(c8ccccc8)c9ccccc9.[Mg](Br)CC>>[Ir]123([H])([CH2]=[CH2]1)[P](c4ccccc4)(c5ccccc5)C[C@@](C)(C[P]2(c6ccccc6)c7ccccc7)C[P]3(c8ccccc8)c9ccccc9.[Ir]123(CC)([CH2]=[CH2]1)[P](C[C@@](C)(C[P]2(c4ccccc4)c5ccccc5)C[P]3(c6ccccc6)c7ccccc7)(c8ccccc8)c9ccccc9,Ignored this reaction
71,[W]12(=O)(=O)(Cl)N(=C(C)C=C3C)N3B([H])(N(C(C)=C4)N1=C4C)N(C(C)=C5)N2=C5C.[Mg](Br)CC>>[W]12(=O)(=O)(CC)N(=C(C)C=C3C)N3B([H])(N4N1=C(C)C=C4C)N5N2=C(C)C=C5C,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
72,[Mn+]123(C#O)(C#O)(C#O)([CH]4=[CH]15)([CH]4=[CH]26)[CH]5=C36[Si@@]78OCCN(CCO7)CCO8.Cl(=O)(=O)(=O)[O-].[Mg](Br)CC>>[Mn]12(C#O)(C#O)(C#O)([C@@]3([H])[C@]4([H])CC)(C3([H])=C15[H])C4([Si@]67OCCN(CCO6)CCO7)=C25[H],Ignored this reaction
73,N1CCCC1.[Ru]12([H])([P](C)(C)CC[P]1(C)C)([P](C)(C)CC[P]2(C)C)c3cccc(cccc4)c34>>[Ru]12([H])(N3CCCC3)([P](C)(C)CC[P]1(C)C)[P](C)(C)CC[P]2(C)C.[Ru]12([H])(N3CCCC3)([P](C)(C)CC[P]1(C)C)[P](C)(C)CC[P]2(C)C,Ignored this reaction
